incident_num,MMSI,vessel_name,vessel_class_from_ais,source,reference_key,report_based_incident_description,report_start_date_of_interest_hst,report_end_date_of_interest_hst,report_incident_time_of_interest_hst,report_vessel_role,report_vessel_class,report_location,ais_incident_start_bound_hst,ais_incident_end_bound_hst,ais_incident_type,ais_incident_evidence,ais_availability_description
91,255805759,SAMOANA,Cargo,Defense Visual Information Distribution Service,DVIDS.2019.03.17,"After the UMIB went out, the DVIDS report states that ""Three good Samaritan crews in the area heard the UMIB and offered to search as well.""",2019-03-17,,2019-03-17 11:51:00-10:00,Helper vessel,,24 nm S of Oahu,2019-03-17 11:00:03-10:00,2019-03-18 17:59:46-10:00,Helper vessel,Good evidence,"The DVIDS article states that 3 good Samaritan crews heard the Urgent Marine Information Broadcast (UMIB) and offered to help. During the time and in the area the CG MELLON AND CGC JOSEPH GERCZAK were searching, we see the SAMOANA pause its ongoing trajectory and circle/loop in the area for a few hours. They then headed NW and proceeded to perform another loop and go in a line very slowly SW of Pearl Harbor before finally returning to Honolulu Harbor. This anomalous trajectory gives many indicators that the SAMOANA was one of the three good Samaritan vessels that aided in the search. "
91,338326426,CGC JOSEPH GERCZAK,Law enforcement,Defense Visual Information Distribution Service,DVIDS.2019.03.17,Helped in the search for a boater who fell overboard the Amie C II while reeling in fish.,2019-03-17,,2019-03-17 11:51:00-10:00,Helper vessel,Law enforcement,24 nm S of Oahu,2019-03-17 11:00:04-10:00,2019-03-20 22:57:41-10:00,Helper vessel,High evidence,"We see both coast guard cutters engage in clear search patterns on the incident day: indications of the event. We note that CGC JOSEPH GERCZAK continued the search the longest, from the vent through the late evening of March 20. "
91,367248000,CG MELLON,Other,Defense Visual Information Distribution Service,DVIDS.2019.03.17,"At 11:51 am, Sector Honolulu received notice from a boater on the pleasure craft AMIE C (not in data) that a boater fell overboard while reeling in fish. Sector Honolulu immediately issued an Urgent Marine Information Broadcast Notification requesting anyone in the area to lookout for signs of the distressed boater. The CG MELLON and CGC JOSEPH GERCZAK were immediately launched to search for the missing boater. ",2019-03-17,,2019-03-17 11:51:00-10:00,Helper vessel,Law enforcement,24 nm S of Oahu,2019-03-17 11:00:07-10:00,2019-03-18 07:59:24-10:00,Helper vessel,High evidence,We see both coast guard cutters engage in clear search patterns on the incident day: indications of the event. 
92,367467330,ST PETER,Fishing,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2019.04.19,"The crew of the ST PETER was making lunch and was summoned to the pier by CBP officers for crew inspection, and an unattended stove caught fire. ",2019-04-18,,,"Fire, Flooding",Commercial fishing vessel,"Pier 16, Honolulu Harbor",2019-04-18 06:00:29-10:00,2019-04-18 13:28:24-10:00,Fire,Some evidence,"The AIS for the ST PETER directly cut out just as the FREEDOM arrived next to it. However, in the trajectory visualization, we do clearly see the Freedom move from its previous location to that of the FREEDOM's to assist."
92,367416420,FREEDOM,Tug Tow,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2019.04.19,"The commercial fishing vessel ST PETER caught fire while at the CBP pier, the tug FREEDOM helped the fire department put the fire out.",2019-04-18,,,Helper vessel,Tug,"Pier 16, Honolulu Harbor",2019-04-18 12:00:03-10:00,2019-04-18 17:58:54-10:00,Helper vessel,Some evidence,"The AIS for the ST PETER directly cut out just as the FREEDOM arrived next to it. However, in the trajectory visualization, we do clearly see the Freedom move from its previous location to that of the FREEDOM's to assist."
93,367423310,VAK 2,Fishing,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2019.05.14,"While transiting to the fishing grounds, black smoke came pouring out of the VAK 2's smoke stack. The engine was secured to prevent further damage, and towed back by the VAK 3. ",2019-05-14,2019-05-15,,"Material failure, Loss of propulsion",Commercial fishing vessel,65 nm south of Oahu,2019-05-13 17:04:51-10:00,2019-05-15 17:54:12-10:00,"Loss/reduction of propulsion, Irregular tow",Good evidence,"We see the VAK 2 head out to sea on 5/13/2019 (toward the fishing grounds, according to the report), and the VAK 3 heading back toward Honolulu Harbor on 5/13. After almost reaching Honolulu, the VAK 3 sharply turns around and heads back to the VAK 2's last AIS location. This is followed by a visible rendezvous and tow trajectory back. Note there are some AIS gaps from the VAK 2 on 5/14, potentially indicating the precise event. "
93,367477330,VAK 3,Fishing,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2019.05.14,Towed the VAK 2 after the incident. They reached the harbor 5/15/2019,2019-05-14,2019-05-15,,Helper vessel,Commercial fishing vessel,,2019-05-13 17:07:01-10:00,2019-05-15 17:57:46-10:00,"Route deviation, Irregular tow",Good evidence,"We see the VAK 2 head out to sea on 5/13/2019 (toward the fishing grounds, according to the report), and the VAK 3 heading back toward Honolulu Harbor on 5/13. After almost reaching Honolulu, the VAK 3 sharply turns around and heads back to the VAK 2's last AIS location. This is followed by a visible rendezvous and tow trajectory back. Note there are some AIS gaps from the VAK 2 on 5/14, potentially indicating the precise event. "
94,367756070,3 BROTHERS,Fishing,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2019.05.12,The 3 Brothers took the HELEN in tow on 5/13/2019 and arrived in honolulu harbor on 5/16/2019. ,2019-05-12,2019-05-16,,Helper vessel,Commercial fishing vessel,,2019-05-15 19:46:16-10:00,2019-05-16 13:57:23-10:00,Irregular tow,High evidence,The tail end of the anomalous tow is available on 5/15 and 5/16. No AIS for either vessel 5/12-5/14 (likely out of range).
94,368025960,HELEN,Fishing,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2019.05.12,"At 21:00 HST on 5/12/2019 the operator heard a knocking engine coming from the main engine, which subsequently shut down. Since the operator was unable to find a solution, a tow was arranged.",2019-05-12,2019-05-16,2019-05-12 21:00:00-10:00,"Material failure, Loss of propulsion",Commercial fishing vessel,300 nm S of Oahu,2019-05-15 21:25:41-10:00,2019-05-16 15:55:05-10:00,Irregular tow,High evidence,The tail end of the anomalous tow is available on 5/15 and 5/16. No AIS for either vessel 5/12-5/14 (likely out of range).
95,366254000,KAPENA JACK YOUNG,Tug Tow,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2019.05.22,The KAPENA JACK YOUNG's online generators tripped off line and the vessel lost power. They were able to regain power with the #1 generator.,2019-05-22,,2019-05-22 00:15:00-10:00,Equipment failure,Tow vessel,Alanuihana channel,2019-05-21 18:01:50-10:00,2019-05-22 03:59:55-10:00,Loss of power,High evidence,"There is indeed a brief but distinct dip in the speed profile immediately following the incident time, in the correct location. "
96,369565000,KILO MOANA,Research Vessel,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2019.06.06,"While underway near Big Island, HI the vessel suffered a total loss of power causing a loss of steering and propulsion. The Engineers were able to troubleshoot and restore power, steering and propulsion and the KILO MOANA continued to Honolulu Harbor. ",2019-06-06,,,"Material failure, Loss of power",,"Near Big Island, HI",2019-06-06 01:15:56-10:00,2019-06-07 09:59:25-10:00,"Loss of power, Loss/reduction of propulsion",Good evidence,"In the speed profile, there are multiple places where a loss of power occurred, but the first at around 7:00 on 6/6 is the most likely due to the extended troubleshooting necessary from the engineers and the fact that it occurred near big island, as indicated in the report. "
97,367705430,LADY OF THE SEA II,Fishing,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2019.07.20,"Crewmember had an apparent heart attack, due to the critical condition, they stopped CPR and made best speed to Honolulu Harbor. They moored at 16:00 HST 7/21/2019",2019-07-20,,2019-07-20 01:30:00-10:00,Crewmember death,Commercial fishing vessel,"83 NM E of Hilo, Hawaii",2019-07-20 07:23:11-10:00,2019-07-21 18:57:45-10:00,"Route deviation, Injury/medical emergency",High evidence,"The trajectory ""making best speed"" to honolulu harbor is available in the dataset, but the actual incident time is not included in the dataset. "
98,368030050,AUTUMN,Fishing,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2019.08.03,Towed the Sea Hawk back to honolulu harbor after the event. ,2019-08-03,2019-08-05,,Helper vessel,Commercial fishing vessel,,2019-08-04 05:39:03-10:00,2019-08-05 11:57:53-10:00,Irregular tow,High evidence,"Though AIS is not available at the time of the incident event, we do see the anomalous tow trajectory between the Autumn and the Sea Hawk. "
98,367667090,SEA HAWK,Fishing,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2019.08.03,"On 8/3/2019 at 8:00, just as the SEA HAWK was getting underway the shaft broke in the way of the welded flange connecting thee shaft to the reduction  gear. This caused total loss of propulsion, and the vessel had to be towed back. ",2019-08-03,2019-08-05,2019-08-03 08:00:00-10:00,"Material failure, Loss of propulsion",Commercial fishing vessel,,2019-08-04 08:58:30-10:00,2019-08-05 11:56:45-10:00,Irregular tow,High evidence,"Though Ais is not available at the time of the incident event, we do see the anomalous tow trajectory between the Autumn and the Sea Hawk. "
99,247399000,PERTUSOLA,Tanker,Newspaper News,2019.8.7,Collided with Helen,2019-08-07,,,Collision,Gas Carrier,20 nm SE of Oahu,2019-08-07 06:01:41-10:00,2019-08-08 05:58:39-10:00,Collision,Good evidence,The Pertusola remained in largely the same circular area throughout the incident time. Their location is near the Helen's around the time of the incident. 
99,368025960,HELEN,Fishing,Newspaper News,2019.8.7,Collided with Pertusola,2019-08-07,,2019-08-07 13:52:00-10:00,Collision,Commercial Fishing vessel,20 nm SE of Oahu,2019-08-07 09:31:36-10:00,2019-08-08 05:59:04-10:00,Collision,High evidence,"The AIS data is available for the Helen's departure from Honolulu. There is then a gap, and the AIS data is available immediately following the time of the collision incident. In accordance with the report, the Helen has low SOG at that time, and is directly next to the Pertusola. Later in the trajectory, there are several hours of intersection with the CG Kittiwake. "
99,366999665,CG KITTIWAKE,Other,Newspaper News,2019.8.7,Reported to assist,2019-08-07,,,Helper vessel,Law enforcement,20 nm SE of Oahu,2019-08-07 12:03:10-10:00,2019-08-08 05:57:03-10:00,Helper vessel,High evidence,"The CG KITTIWAKE clearly left Lahaina within about 40 minutes of the incident, and intersected with the Helen to assist and report, as suggested in the report. Following the intersection, the Helen returned to Honolulu rather than continuing."
100,368477000,KAPENA RAYMOND ALAPAI,Tug Tow,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2019.08.08,"High temperature alarm on the port main engine lead the master to shutdown the engine, leading to a reduction of maneuverability. The vessel had two assist harbor tugs meet it at the harbor entrance to pass of the barge it was towing. ",2019-08-08,,2019-08-08 19:00:00-10:00,Loss of propulsion,Tow vessel,6 miles from the Hilo Harbor,2019-08-08 18:56:19-10:00,2019-08-08 20:02:08-10:00,Loss/reduction of propulsion,Good evidence,"The AIS data is available almost solely for the incident time--a few minutes prior and about an hour after. In that time we see that the KAPENA RAYMOND ALAPAI clearly turned around (heading back toward hilo harbor) and had a gradual loss of propulsion, which seems to coincide with the event. Note the full trajectory is not available, however."
101,367639430,AZURE,Fishing,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2019.08.13,"Loss of propulsion departing honolulu harbor, the main engine stalled and the vessel was towed back to the pier 17 of honolulu harbor",2019-08-13,,2019-08-13 08:50:00-10:00,Loss of propulsion,Commercial fishing vessel,Honolulu Harbor,2019-08-13 08:02:00-10:00,2019-08-13 09:55:15-10:00,Loss/reduction of propulsion,High evidence,"We indeed see the AZURE approach the mouth of the harbor, reach about 6 knots, and then abruptly go down in speed and return (towed back). The name of the tow is not available in the report, but the AZURE's incident is evident. "
102,368018420,KAIMI,Fishing,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2019.08.26,"The main engine head gasket and overheating for the KAIMI caused damage to the cylinder liners and a loss of propulsion. When troubleshooting revealed this failure, the operator asked for assistance and the KALANI was arranged to tow the KAIMI back to Honolulu Harbor. ",2019-08-26,,,"Material failure, Loss of propulsion",Commercial fishing vessel,192 nm NE of Honolulu Harbor,2019-08-27 22:49:22-10:00,2019-08-28 21:57:38-10:00,Irregular tow,High evidence,The irregular tow for the KAIMI by the KALANI is available starting late in the evening of 8/27 and ending in Honolulu Harbor late in the evening on 8/28.  The loss of propulsion event is not in the data. 
102,367762610,KALANI,Fishing,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2019.08.26,The KALANI towed the KAIMI back to honolulu harbor,2019-08-26,,,Helper vessel,Commercial fishing vessel,,2019-08-27 22:55:00-10:00,2019-08-28 22:00:00-10:00,Irregular tow,High evidence,The irregular tow for the KAIMI by the KALANI is available starting late in the evening of 8/27 and ending in Honolulu Harbor late in the evening on 8/28. 
103,367732990,CAPT MILLIONS III,Fishing,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2019.08.25,"The MIGHTY JOE's single main engine failed to start as the crew prepared to haul in fishing gear, causing a total loss of propulsion. The operator was unable to restore power, and contacted the CAPT MILLIONS III to arrange a tow back to Honolulu Harbor",2019-08-25,2019-08-28,,"Equipment failure, Loss of propulsion",Commercial fishing vessel,,2019-08-28 00:19:25-10:00,2019-08-28 21:59:58-10:00,Irregular tow,High evidence,"While the trajectories are not available for the full incident, the final leg of the anomalous tow is available on 8/28. "
103,368001590,MIGHTY JOE,Fishing,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2019.08.25,"The MIGHTY JOE's single main engine failed to start as the crew prepared to haul in fishing gear, causing a total loss of propulsion. The operator was unable to restore power, and contacted the CAPT MILLIONS III to arrange a tow back to Honolulu Harbor",2019-08-25,2019-08-28,2019-08-25 14:48:00-10:00,"Equipment failure, Loss of propulsion",Commercial fishing vessel,265 nm SE of Honolulu Harbor,2019-08-28 00:19:34-10:00,2019-08-28 19:52:18-10:00,Irregular tow,High evidence,"While the trajectories are not available for the full incident, the final leg of the anomalous tow is available on 8/28. "
104,366994450,PRIDE OF AMERICA,Passenger,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2019.09.11,"While enroute to Kona HI (at 5:39 on 9/11) there was a material failure of the emergency Uninterruptible Power Supply, resulting in a loss of the required transitional power. On September 12, 2019 at about 10:00, Sector Command Center Honolulu recieved a report of the event. CG marine inspectors restricted the Vessels movement until the problem was fixed or an equivalent level of safety was reached. The vessel implemented an equivalent level of safety (requiring 24/7 manning of the engine room and additional diesel generators running), and the CG inspectors allowed the vessel to continue the cruise. The vessel moored in Honolulu Harbor on 9/15. ",2019-09-11,2019-09-15,2019-09-11 05:39:00-10:00,Material failure,High capacity passenger vessel,"Enroute to Kona, HI",2019-09-11 01:42:04-10:00,2019-09-14 07:56:29-10:00,Loss of power,Some evidence,"There are discrepancies between the AIS and the report. We also see the vessel starting in Hilo, HI. At the time indicated, there was a decrease in the speed profile, but no other indicators of the event are obvious. We see the vessel proceed to Lihue Kaua'i, mooring on 9/12.  This contradicts the report which claims the PRIDE OF AMERICA was enroute to Kona. We note that while in Lihue, the coast guard sector received the report (at 10:00 on 9/12) and restricted the PRIDE OF AMERICA's movement, which we see in the PRIDE OF AMERICA remaining at harbor until about 12:00 on 9/13. At that point the vessel left and eventually the PRIDE OF AMERICA moored in Honolulu on 9/14. The final mooring in Honolulu matches the report which claimed the vessel was in Honolulu by 9/15. "
105,367403980,DOUBLE D,Fishing,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2019.09.10,The commercial fishing vessel HOLOKAI (not in the  data) was drifting around 18:00 on 9/10/2019 due to a battery problem--sister ship Double D was in transit at that time to tow the HOLOKAI. The DOUBLE D called on 9/12 at 6:13 to report that the HOLOKAI had a small engine room fire which led to loss of power and propulsion. The DOUBLE D took the HOLOKAI in tow and was to arrive at Honolulu harbor at about 10:00 HST. ,2019-09-12,,2019-09-12 06:13:00-10:00,Helper vessel,Commercial Fishing Vessel,,2019-09-11 07:01:52-10:00,2019-09-12 12:57:08-10:00,Irregular tow,Good evidence,"The AIS data covers the time suggested. It shows the DOUBLE D leaving honolulu harbor on 9/11, going out to sea and then returning. We note that the time for the apex of the turnaround corresponds to a sharp dip and then an overall decrease in the consistent propulsion, which probably corresponds to taking the HOLOKAI in tow. The event time occurs in the trajectory back toward the harbor, which again is consistent with the report. "
106,367309120,NAKOA,Tug Tow,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2019.09.23,"While the NAKOA was pushing the Barge NALE onto the dock at Pier 30, the NAKOA's starboard tail shaft fractured causing the starboard main engine to fail. The NAKOA was able to finish mooring the barge and used its port main engine to dock without reducing maneuverability.",2019-09-23,,2019-09-23 03:50:00-10:00,"Material failure, Damage",Tow vessel,"Pier 30, Honolulu Harbor",2019-09-23 00:00:04-10:00,2019-09-23 08:07:05-10:00,Material failure,No obvious evidence,"While the incident is not immediately visibly clear, the AIS data is available for the correct incident time and location."
107,367776660,MOUNT BAKER,Tug Tow,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2019.09.26,Loss of propulsion due to a hole in the #1 cylinder of the port main engine. Tow harbor tugs came to assist with mooring after they were able to stabilize the engine's temperature.,2019-09-26,,2019-09-26 20:55:00-10:00,Reduction of propulsion,Tow vessel,Hamakua Coast,2019-09-26 10:31:40-10:00,2019-09-26 23:38:02-10:00,Loss/reduction of propulsion,High evidence,We indeed see a distinct reduction in propulsion at precisely the time indicated by the report in the SOG profile.
108,366937120,SKY MOON,Fishing,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2019.10.01,"The single main engine of the commercial fishing vessel JENNIFER (not in the data for this time frame) stalled and caused a total loss of propulsion on 10/1/2019 at 5:30 HST. When troubleshooting didn't work, the JENNIFER's agent contacted the SKY MOON to arrange a tow back to Honolulu Harbor. The report states that the JENNIFER arrived safely back to Honolulu Harbor on 10/5/2019. However, the AIS shows that the SKY MOON arrived at harbor on 10/3. ",2019-10-01,2019-10-05,2019-10-01 05:30:00-10:00,Helper vessel,Commercial fishing vessel,200 nm NE of Honolulu Harbor,2019-10-02 17:36:38-10:00,2019-10-03 06:57:57-10:00,Irregular tow,Good evidence,The trajectory for the SKY MOON--which was towing the JENNIFER at the time according to the IIR--is  available in the AIS from 10/2/2019 to 10/3/2019. The JENNIFER is not available in the AIS data at all for the beginning of 10/2019. 
109,366888830,KAHU,Tug Tow,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2019.10.17,"At approximately 19:55 HST, the vessel lost hydraulic pressure in the steering system. The crew locked the steering rudders at amidships and maintained heading with the vessel's engines. Support tugs assisted the KAHU and it's barge, the KAMAKANI (not in data) upon arrival on 10/22/2019. ",2019-10-17,2019-10-22,2019-10-17 19:55:00-10:00,"Material failure, Loss of steering",Tow vessel,890 nm NE of Oahu,2019-10-21 20:57:28-10:00,2019-10-22 19:59:09-10:00,Loss of steering/maneuverability,High evidence,"The event is not available in the coastal bounding box, the  irregular return to port under lost steering control is available on 2019/10/21 and 2019/10/22. The report states that the vessel was able to maintain heading with the engine. What is intriguing in the AIS is the way the ""straight"" return to Honolulu has a very regular periodic wave pattern that could be indicative of the loss of steering. Note that upon arrival support tugs assisted the KAHU and the KAMAKANI (barge) to port (we see the erratic movement patterns outside of port indicative of this exchange/help). "
110,366833610,PHYLLIS DUNLAP,Tug Tow,USCG Annual Deficiency Report,CGDeficiency2019,Deficiency Report Description:  Machinery and electrical systems must be designed and maintained to provide safe operation of the towing vessel and safe operation of the persons onboard under normal and emergency conditions. The PHYLLIS DULAP experienced a Loss of power 90 nm NW of Oahu while towing barge SKAGWAY PROVIDER on 25 October 2019. Demonstrate satisfactory operation of electrical plant prior to departure. Deficiency Report System: 02 - Structural Conditions. Deficiency Report Component: 02108 - Electrical installations in general. Deficiency Report Resolution Action: 17 - Rectify deficiencies prior to departure.,2019-10-25,,,"USCG Inspection, Loss of power",Towing Vessel,90 nm NW of Oahu,2019-10-25 00:00:06-10:00,2019-10-25 15:59:14-10:00,Loss of power,Good evidence,There is an obvious dip in the speed profile between 3 and 4:30 HST. Immediately after this speed dip we see in the spatial visualization that the PHYLLIS DUNLAP turned around and returned to harbor. This is in line with the report. 
111,367755410,LADY ALICE,Fishing,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2019.10.31,A crewmember who had fish debris embedded in his eye had to be medevaced on 10/31/2019. The original incident occurred on 10/28/2019 (outside of our data location range),2019-10-31,,,Crewmember injury,Commercial fishing vessel,,2019-10-31 11:42:51-10:00,2019-11-01 12:59:41-10:00,Injury/medical emergency,Some evidence,"While the incident date on 10/28 is not available in the data and the medevac event is unclear, we do capture the tail end of the anomalous trajectory from the early and hasty return of the vessel to harbor on 10/31/2019. "
112,366937120,SKY MOON,Fishing,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2019.11.10,"Lost steering control for approximately 30 minutes, regained and returned safely to Honolulu Harbor",2019-11-10,,2019-11-10 08:00:00-10:00,"Material failure, Loss of steering",,1 nm south of Sand Island,2019-11-10 07:00:34-10:00,2019-11-10 09:59:42-10:00,Loss of steering/maneuverability,High evidence,"There is a distinct drop in the speed profile and erratic moving in place at the event time indicated, with the vessel indeed just south of Sand Island. Absolutely verified in the AIS data. "
113,367161340,JANTHINA,Fishing,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2019.12.08,A crewmember experiencing flu like symptoms from around 12/2 was found laying dead on the morning of 12/8. the operator contacted the owner and the owner instructed them to make best speed back to Honolulu Harbor. They moored there safely on 12/10/2019,2019-12-08,2019-12-10,,Crewmember death,Commercial fishing vessel,,2019-12-10 00:50:58-10:00,2019-12-10 17:57:36-10:00,Injury/medical emergency,High evidence,"The AIS is not available at the time of the incident, but is available for the ""best speed"" return to Honolulu Harbor, which is also a type of anomalous trajectory."
114,366766970,KEKOA,Tug Tow,USCG Annual Deficiency Report,CGDeficiency2019,"Deficiency Report Description: Vessel reported STBD engine failure while underway, repairs must be completed to satisfaction of ABS. Deficiency Report System: 13 - Propulsion and Auxiliary Machinery. Deficiency Report Component: 13101 - Propulsion main engine. Deficiency Report Resolution Action: 17 - Rectify deficiencies prior to departure",2019-12-14,,,"USCG Inspection, Material failure",Towing Vessel,,2019-12-13 19:00:15-10:00,2019-12-14 16:59:45-10:00,Loss/reduction of propulsion,Good evidence,"On 12/14, between 7:25 and 7:32 HST the KEKOA dropped from a consistent speed around 10 knots to a consistent speed around 6 knots. Given that the starboard engine was reported as failing on this day, this drop is likely the indicator of the event. Note that the report only mentioned the STBD engine, which means the main engine was likely intact, which is why the vessel completed the journey at reduced speed.  "
115,367420020,VUI VUI II,Fishing,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2019.12.18,"On 12/18/2929 the JRCC was notified that the vessel operator was having stroke like symptoms. The NOAA Operator onboard was enlisted to help and contacted the coast guard for assistance. At 20:00 the operator became unresponsive, stopped breathing and had no pulse. At this point the vessel was still out of range ot perform a medevac. The NOAA observer conducted CPR until exhausted, and when the vessel moored at honolulu harbor the medical examiner met it and pronounced the crewmember deceased. ",2019-12-18,2019-12-20,2019-12-18 15:59:00-10:00,Loss of life,Commercial fishing vessel,308 nm SE of Honolulu Harbor,2019-12-19 15:21:35-10:00,2019-12-20 02:59:52-10:00,Injury/medical emergency,Good evidence,"The AIS for this event is not available at the time of the incident, but the end of the trajectory returning to harbor 12/19-12/20. We note that the average speed of the vessel in the speed profile is clearly higher (by 1-3 knots) than the average speed of this particular vessel in previous voyages--suggesting on anomalous feature for this trajectory. "
116,366932130,BARBARA FOSS,Tug Tow,USCG Annual Deficiency Report,CGDeficiency2019,"Deficiency Report Description: Propulsion machinery, including main engines, must have suitable propulsion controls to provide operator full control at each operating station. Vessel reported an air leak on the control air system that resulted in a loss of propulsion. Deficiency Report System: 13 - Propulsion and Auxiliary Machinery. Deficiency Report Component: 13101 - Propulsion main engine. Deficiency Report Resolution Action: 17 - Rectify deficiencies prior to departure",2019-12-21,,,"USCG Inspection, Loss of propulsion",Towing Vessel,,2019-12-20 00:00:02-10:00,2019-12-21 23:59:26-10:00,Loss/reduction of propulsion,Some evidence,"We note two characteristics of interest for the available AIS trajectory. First, the trajectory toward Lihu'e, Kauai had a speed around 10 knots, and after leaving the harbor the following trajectory toward honolulu had a maximum of 6 knots. This could indicate the issue. We also note a small trajectory divergence south of Kalaeloa airport at about 17:50 HST, which had a corresponding drop from about 6 knots to 1 knot for about 20 minutes. This could be a specific loss of propulsion event. "
117,367007870,HENRY SAUSE,Tug Tow,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2020.01.09.1,"The operators of the HENRY SAUSE responded to an alarm, reduced the RPMS of the port engine, then secured the port engine. They were able to get to Honolulu harbor safely using only the starboard engine.",2020-01-09,,2020-01-09 13:00:00-10:00,Property damage,Tow vessel,"Laau Point, Molokai",2020-01-09 08:00:07-10:00,2020-01-09 18:59:27-10:00,Material failure,Good evidence,"At the incident time indicated, the vessel was indeed in the vicinity of Laau Point, Molokai. There is a dip in the SOG profile following the reported event time, this could indicate the engineer's alarm response. Note the report switches between 'Henry Sause' and 'Henry Sauce.' The AIS corresponds to Henry Sause. "
118,367497320,SEASPRAY,Fishing,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2020.01.09.2,"At 16:30, the main engine began to overheat. Engineers shut it down to change out a belt, the main engine was still overheating, so they shut it down and waited for assistance from the CFV PARADISE 2001",2020-01-09,,2020-01-09 16:30:00-10:00,"Material failure, Loss of propulsion",Commercial fishing vessel,40 nm NE of Oahu,2020-01-09 13:44:23-10:00,2020-01-11 12:57:50-10:00,"Loss/reduction of propulsion, Irregular tow",High evidence,"The AIS for the SEASPRAY is available starting at a few hours prior to the incident all the way to the return to harbor. There does seem to be a drop in the average SOG after the event, with low and very noisy SOG values reported for the trajectory until being towed by the PARADISE 2001.  "
118,367439590,PARADISE 2001,Fishing,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2020.01.09.2,"Arrived at about 17:00 and towed SEASPRAY back to honolulu harbor, arriving 1/11/2020",2020-01-10,,2020-01-10 17:00:00-10:00,Helper vessel,Commercial fishing vessel,,2020-01-10 08:00:47-10:00,2020-01-11 12:58:14-10:00,"Route deviation, Irregular tow",High evidence,"We distinctly see the PARADISE 2001 leaving honolulu harbor, rendezvousing with the SEASPRAY, and then towing it back (the return trajectories are precisely aligned)"
119,367045610,PRINCESS JASMINE,Fishing,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2020.01.16,On 2020/1/16 the PRINCESS JASMINE intentionally shut down the engine due to a jacket water leak into the engine oil. The CFV NAHOA II (not available in the AIS for this time) towed the vessel back to Honolulu Harbor and moored 2020/1/19,2020-01-16,2020-01-19,,Loss of propulsion,Commercial fishing vessel,190 nm NNE of Oahu,2020-01-18 16:08:25-10:00,2020-01-19 10:59:21-10:00,Irregular tow,Good evidence,"The PRINCESS JASMINE's irregular tow is available 1/18/2020 and 1/19/2020. The original event is out of range of the coast. The helper vessel, the NAHOA II, is not in the data. "
120,366888830,KAHU,Tug Tow,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2020.01.18,"Collided with the barge WAIALEALE, which was being tugged by the PI ILANI. ",2020-01-18,,,Collision,Tug ,Honolulu Harbor turning basin,2020-01-18 19:30:01-10:00,2020-01-18 23:59:42-10:00,Collision,Good evidence,"We indeed see a set of points in the main harbor basin where the two vessels are remarkably close at the same point in time, this quite likely the time of the collision event. "
120,367389160,PI ILANI,Tug Tow,USCG Maritime Information Exchange Incident Investigation Reports (IIR),IIR.2020.01.18,"Tugged the barge WAIALEALE, which had a collision with the KAHU. ",2020-01-18,,,Collision,Tug,Honolulu Harbor turning basin,2020-01-18 19:31:03-10:00,2020-01-19 00:00:00-10:00,Collision,Good evidence,We indeed see a set of points in the main harbor basin at about 20:04-20:05 where the two vessels are remarkably close at the same point in time: this is quite likely the time of the collision event. 
